dataset,target_cell,tau,rho,num_base_rdrs,num_surviving_rdrs,survival_rate,num_candidates,num_vertices,num_edges,min_leakage,max_leakage,mean_leakage,median_leakage,std_leakage,leakage_1.0_count,leakage_<0.5_count,compute_time
flight,OriginCityMarketId,0.8,0.9,60,47,0.7833,2048,12,47,0.000000,1.000000,0.999440,1.000000,0.022130,2033,1,1.16
flight,OriginCityMarketId,0.9,0.9,60,51,0.8500,2048,12,51,0.000000,1.000000,0.999511,1.000000,0.022092,2046,1,1.27
flight,OriginCityMarketId,1.0,0.9,60,60,1.0000,2048,12,58,0.000000,1.000000,0.999512,1.000000,0.022092,2047,1,1.40
flight,OriginCityMarketId,0.2,1.0,60,0,0.0,0,0,0,,,,,,,,
flight,OriginCityMarketId,0.3,1.0,60,0,0.0,0,0,0,,,,,,,,
flight,OriginCityMarketId,0.4,1.0,60,0,0.0,0,0,0,,,,,,,,
flight,OriginCityMarketId,0.5,1.0,60,0,0.0,0,0,0,,,,,,,,
flight,OriginCityMarketId,0.6,1.0,60,0,0.0,0,0,0,,,,,,,,
flight,OriginCityMarketId,0.7,1.0,60,35,0.5833,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
flight,OriginCityMarketId,0.8,1.0,60,47,0.7833,2048,12,47,0.000000,1.000000,0.999440,1.000000,0.022130,2033,1,1.14
flight,OriginCityMarketId,0.9,1.0,60,51,0.8500,2048,12,51,0.000000,1.000000,0.999511,1.000000,0.022092,2046,1,1.25
flight,OriginCityMarketId,1.0,1.0,60,60,1.0000,2048,12,58,0.000000,1.000000,0.999512,1.000000,0.022092,2047,1,1.40
ncvoter,c90,0.2,0.2,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.3,0.2,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.4,0.2,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.5,0.2,60,16,0.2667,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
ncvoter,c90,0.6,0.2,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.01
ncvoter,c90,0.7,0.2,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,0.8,0.2,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.01
ncvoter,c90,0.9,0.2,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.98
ncvoter,c90,1.0,0.2,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.99
ncvoter,c90,0.2,0.3,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.3,0.3,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.4,0.3,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.5,0.3,60,16,0.2667,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
ncvoter,c90,0.6,0.3,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.98
ncvoter,c90,0.7,0.3,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.99
ncvoter,c90,0.8,0.3,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.99
ncvoter,c90,0.9,0.3,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.98
ncvoter,c90,1.0,0.3,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.98
ncvoter,c90,0.2,0.4,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.3,0.4,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.4,0.4,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.5,0.4,60,16,0.2667,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
ncvoter,c90,0.6,0.4,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.99
ncvoter,c90,0.7,0.4,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.99
ncvoter,c90,0.8,0.4,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.99
ncvoter,c90,0.9,0.4,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.99
ncvoter,c90,1.0,0.4,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,0.2,0.5,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.3,0.5,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.4,0.5,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.5,0.5,60,16,0.2667,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
ncvoter,c90,0.6,0.5,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.99
ncvoter,c90,0.7,0.5,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.99
ncvoter,c90,0.8,0.5,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.98
ncvoter,c90,0.9,0.5,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.98
ncvoter,c90,1.0,0.5,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.98
ncvoter,c90,0.2,0.6,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.3,0.6,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.4,0.6,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.5,0.6,60,16,0.2667,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
ncvoter,c90,0.6,0.6,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.99
ncvoter,c90,0.7,0.6,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,0.99
ncvoter,c90,0.8,0.6,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.08
ncvoter,c90,0.9,0.6,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.05
ncvoter,c90,1.0,0.6,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.03
ncvoter,c90,0.2,0.7,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.3,0.7,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.4,0.7,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.5,0.7,60,16,0.2667,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
ncvoter,c90,0.6,0.7,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.01
ncvoter,c90,0.7,0.7,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,0.8,0.7,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,0.9,0.7,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.05
ncvoter,c90,1.0,0.7,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.02
ncvoter,c90,0.2,0.8,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.3,0.8,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.4,0.8,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.5,0.8,60,16,0.2667,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
ncvoter,c90,0.6,0.8,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.02
ncvoter,c90,0.7,0.8,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.03
ncvoter,c90,0.8,0.8,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.01
ncvoter,c90,0.9,0.8,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,1.0,0.8,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,0.2,0.9,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.3,0.9,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.4,0.9,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.5,0.9,60,16,0.2667,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
ncvoter,c90,0.6,0.9,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,0.7,0.9,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,0.8,0.9,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,0.9,0.9,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,1.0,0.9,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,0.2,1.0,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.3,1.0,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.4,1.0,60,0,0.0,0,0,0,,,,,,,,
ncvoter,c90,0.5,1.0,60,16,0.2667,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
ncvoter,c90,0.6,1.0,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,0.7,1.0,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,0.8,1.0,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,0.9,1.0,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
ncvoter,c90,1.0,1.0,60,60,1.0000,1024,11,60,0.000000,1.000000,0.999023,1.000000,0.031235,1023,1,1.00
hospital,EmergencyService,0.2,0.2,4,2,0.5000,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
hospital,EmergencyService,0.3,0.2,4,4,1.0000,32,6,4,0.000000,1.000000,0.498509,0.173850,0.444626,14,18,0.00
hospital,EmergencyService,0.4,0.2,4,4,1.0000,32,6,4,0.000000,1.000000,0.498509,0.173850,0.444626,14,18,0.00
hospital,EmergencyService,0.5,0.2,4,4,1.0000,32,6,4,0.000000,1.000000,0.498509,0.173850,0.444626,14,18,0.00
hospital,EmergencyService,0.6,0.2,4,4,1.0000,32,6,4,0.000000,1.000000,0.498509,0.173850,0.444626,14,18,0.00
hospital,EmergencyService,0.7,0.2,4,4,1.0000,32,6,4,0.000000,1.000000,0.498509,0.173850,0.444626,14,18,0.00
hospital,EmergencyService,0.8,0.2,4,4,1.0000,32,6,4,0.000000,1.000000,0.498509,0.173850,0.444626,14,18,0.00
hospital,EmergencyService,0.9,0.2,4,4,1.0000,32,6,4,0.000000,1.000000,0.498509,0.173850,0.444626,14,18,0.00
hospital,EmergencyService,1.0,0.2,4,4,1.0000,32,6,4,0.000000,1.000000,0.498509,0.173850,0.444626,14,18,0.00
hospital,EmergencyService,0.2,0.3,4,2,0.5000,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
hospital,EmergencyService,0.3,0.3,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.4,0.3,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.5,0.3,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.6,0.3,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.7,0.3,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.8,0.3,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.9,0.3,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,1.0,0.3,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.2,0.4,4,2,0.5000,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
hospital,EmergencyService,0.3,0.4,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.4,0.4,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.5,0.4,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.6,0.4,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.7,0.4,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.8,0.4,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.9,0.4,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,1.0,0.4,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.2,0.5,4,2,0.5000,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
hospital,EmergencyService,0.3,0.5,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.4,0.5,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.5,0.5,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.6,0.5,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.7,0.5,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.8,0.5,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.9,0.5,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,1.0,0.5,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.2,0.6,4,2,0.5000,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
hospital,EmergencyService,0.3,0.6,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.4,0.6,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.5,0.6,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.6,0.6,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.7,0.6,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.8,0.6,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.9,0.6,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,1.0,0.6,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.2,0.7,4,2,0.5000,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
hospital,EmergencyService,0.3,0.7,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.4,0.7,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.5,0.7,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.6,0.7,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.7,0.7,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.8,0.7,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.9,0.7,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,1.0,0.7,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.2,0.8,4,2,0.5000,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
hospital,EmergencyService,0.3,0.8,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.4,0.8,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.5,0.8,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.6,0.8,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.7,0.8,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.8,0.8,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.9,0.8,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,1.0,0.8,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.2,0.9,4,2,0.5000,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
hospital,EmergencyService,0.3,0.9,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.4,0.9,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.5,0.9,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.6,0.9,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.7,0.9,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.8,0.9,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.9,0.9,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,1.0,0.9,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.2,1.0,4,2,0.5000,1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.00
hospital,EmergencyService,0.3,1.0,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.4,1.0,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.5,1.0,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.6,1.0,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.7,1.0,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.8,1.0,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,0.9,1.0,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
hospital,EmergencyService,1.0,1.0,4,4,1.0000,32,6,4,0.000000,0.399344,0.190941,0.173850,0.110420,0,32,0.00
